comment,author_display_name,comment_like_count
Very nice,@lovesong2550,2
SANAM my best,@isratjahan9159,26
All songs is ossmm,@preetiyadav6586,2
I love ur song .....,@akashprusty5446,2
"Please  ""itni dafa dekhu tujhe "" ye song banao....plz plzzzzzzz
Chala jata hu i jst love ths song...very nice keep it up...👌👍",@pawars9134,8
ek bar phir ess channel pe dastak dena pda kambakht ye aadat v ajeeb h,@maheshwarimukesh8115,5
All Song Is Superd 👍👍🌼🌼❤,@SadiaMojarTV,18
I love this song ❤❤😘😘 lag ja gale. ....,@jaramsingh8566,3
Sanam is love...♥,@hiyasarmah7922,13
Heyy,@user-yn2li9sd3i,0
heyy,@georgechatzopoulos8911,0
I subbed,@therubixer1019,0
This video at this time has 1.7k dislikes,@Mr_Emoji0,0
Heyy,@emmabeach6736,0
1.7k dislikes on this video,@DrDrum-bu5os,1
3M subscribers 🎉🎉🎉,@ATTIQOP,0
Rice gum lost subs lol,@jacksonbonner2279,0
Sambucha you can see what genders watch your videos in analytics,@SoloDragonBG,0
7% dislikes this video,@professional.hacker.,0
He has 6.99M subs😭😭,@ganeshtiwari2105,0
Heyy,@user-fu3iu2zh9l,1
hey,@andreymarkov2254,1
what is the most disliked comment on yt,@bigsasn,0
Heyy (I'm 6'3 and I'm a guy),@bukaz3773,0
Heyy,@HeidiZemple-cl2hq,1
0:01 Taylor swifts birthday ❤,@cloudykingdom,0
6:09 Did You See Him Get That Check Mark?,@BoeingAv1ation,2
Sambuchalul,@asy.439,0
"10:43 mx keys, low battery",@bestofdawes,0
if you didn't realise 31:39 checkers. Not chess.,@ONE_PIECE_959,0
great content,@CameraMan32149,0
heyy i'm a girl and in fact love sambuchas channel,@user-cq9mx6yz5w,0
Heyy,@milaniwilliams8081,1
heyy,@emileebean,2
"Heyy, some of these choices, and I love surprise egg videos too",@RandomQueen-jv1pi,0
Hey,@davidcardei3969,1
"Heyy, i can say as a woman who has subbed to u those women are a bit crazy... ehh idk
Edit: I used to watch Chu Chu Tv as a kid, Now I realise how cringe it was-",@youraveragegachatuber,0
1:40 a guy reacting to a guy reacting to a guy roasting him woah.,@angeliqueequio2589,0
heyy,@Maya15920,1
"i thought Aruan had tons of dislikes until i saw this video( if you dont know, Aruan is a Brazilian youtuber who destroyed the 100k play button in half(in 2015) which in epoc was way to hard to obtain)",@icy_boy404,0
I belive this video has more than 40k dislikes,@Abdelrahman550,0
you say srew world number 11,@romashishko,0
What was the  name of number 53 and what was it about,@klodsenbtw2nd,0
Heyy,@VALEDAVIES17,0
Ricegum lost subscribers somehow.. Btw i watch ur videos daily nowadays im a guy!,@ScootlesWasTaken,0
bro goy 1.6k dislike,@super-duper2716,0
Hey,@Artic111,0
Heyy😂,@aubs-ow5uc,0
Heyy people,@avacoleman8453,0
hay,@user-zh8fl4pe1p,0
The fact that ricegum is at 9.96 million subscribers now 💀,@leon4401,0
nah the thumbnail sus,@tech_gamer539,0
i bet all those kids that got famous and got everything they wanted whenever they wanted are spoiled kids nowadays,@deadpoolgames1,0
am a female sambucha viewer,@Aoi02003,0
Hey,@HaroldsHarvister707,0
pov first time justin beaber tries bear,@capuchin334,0
Hey,@icelove5474,1
Hey,@Freddyontop,1
20:05 sambucha undirectly saying there are only two genders,@Firas98,0
Will Smith 2018 Rewind will be forever engraved into our minds,@legthepeg,0
hey,@skifanatics1020,1
"19:44 Heyy 1 thing you're doing wrong, you don't have me as your editor. Hook me up         🤫🧏‍♂",@KAIA_THE_GREAT,0
Yoo,@marcocata5450,0
Parents of young kids these days arent boomers😂,@G.K21,0
This Video Has 20k Likes And 2k Dislikes,@Memsoes,0
"I installed this thing while back, it was the best extension I've ever downloaded, now I can see how badly ratio'd idiots get, brings joy back into my life. :)",@AMaj453,0
heyy,@walisalim7159,0
heyy lol you contents great,@emmy.d6303,1
As a  male I ne er watch sambuca,@terrywise6389,0
1.6k disliked this video i have an extension very weird,@Octo_FR,0
Heyy,@user-cl4uj9ll3e,1
December 13 is my birthday,@Zilla6640,0
Hey 🎉,@UnitedStatesOfAmerica229,0
The thumbnail looks like YouTube Rewind 2018 in the future😲,@user-fh6hk3ph7o,0
“HeEeEeeYyyYyY” that good enough for ya?,@Itz.froggii,0
this video have 1.5k dislikes why idj??,@HeroMan211,0
Hey,@LoganRussell946,0
Bro u got 1.5k dislikes,@nasimanuhan7772,0
13:43 yes they're the same people,@Joepaulex,0
19:50 heyy😏,@Arinoh,0
You should watch yours for 1dislike,@Drippybro34,0
heyyy,@brainbent4187,0
I gonna dislike this clip,@AnEgg..,0
16:11 BOOMER❗️,@RandomStuffffYT12,0
11:46 he is looking forward to it!!!😂,@RandomStuffffYT12,0
4:51 he's so invested 🤣,@RandomStuffffYT12,0
hey,@I.Love.Python,1
Hey,@DollarShry,1
Heyy,@supahsoul0917,1
Lol not on Taylor's birthday,@Tocalifeavery,0
Hey,@clayrafferty29,0
hey,@CaraBreb17,0
heyy,@sosounnie,0
Hey,@camillaberntzen2510,0
Cool 😎🇲🇾,@shawniman8894,1
hey,@MxneyRBLX,0
"but why do people dislike a video
if you don't like one don't watch it duffer",@krishnakiran21,0
pov: we get this video on the list,@u91shadow38,0
3:26 = best sex ever!! For Title,@gusj8574,2
Heyy,@BearsAreSooCute,0
This video has 1415 dislikes.,@diome11,0
hey,@francoisantonbolante2531,0
My math teacher plays the friday song every Friday.,@LargeTurkey24,0
Heyy,@MackenzieFraser-jj2qh,0
Heyy,@ryleexlily885,0
Heyy,@TheActingAxolotl23,0
Heyy,@Gabby__16,1
Heyyy,@drewluoma8347,0
He posted this on Christmas and didn't even address it,@drewluoma8347,0
Hey,@lucascadwell3010,0
"you have 1.4k
dislikes?",@DERMIKOO2.0-qb3gg,0
Call of Duty infinite Warfare does not have aliens,@ggcvff,0
Hey,@crewtheonepiecelover,0
Heyyyyy,@J3SS.SL4Y,0
The fact that ricegum lost subscribers and is not at 9.97m subscribers 💀,@J3SS.SL4Y,1
heyy,@nelnav,0
Hey.,@user-en2vj1hu4i,0
hey 👁️,@emilydawson5421,0
I am 8,@emilydawson5421,0
heyy,@carlyprimm1903,0
heyy,@HuhYunjinMyBias,0
heyy,@PaisleyParrish,0
Heyy,@MaddySeifert,0
不过是爫,@eyszoisthegoat,0
Yup I am a girl lol 😂😂,@Emdoesstuff360,1
heyy,@dilaniwijerathna6099,0
Heyy,@ScarlettCordiner,0
1 like=1 push-up,@Mason-and-Damon,0
Heyy,@anniecummins7908,0
"H sam, this is a great video",@mihirsimha1096,0
hey,@NORMAL_ACCOUNT...,0
heyy🙃🙂,@Flower_gurl8,0
1.3k dislikes🧟‍♂💀,@margapl5032,0
Heyy,@Goodhappyslay,1
3:36 what is it,@Thatkuwaitguy6000,0
3:36 what is it,@Thatkuwaitguy6000,0
"I love how Sam just gets so excited about the kids videos. Like, ""YOOO HE GOT THE SPWIDER MAN!!!!""
But when it's boring, he's like, ""Booooooo. Boooooooooooring.""",@kiddashtv,0
Heyy ❤🇩🇴🇩🇴,@Niyukl00,0
Heyy,@user-ft5um1jo2o,0
"Bro, how do you know if it's German if you don't speak German",@TJJ.s,0
I will you explain @mr faisu vedio for how he get this much dislike>>>>>>>>>>>>>>>>>>>>>>>the India' s no. 1 creator @carry minati  posted a vedio in YouTube title '''''''YouTubers vs tiktok''''''THE END   this vedio literally get millions of like in few of hour's and become most like vedio in YouTube but unfortunately after some time for some reason youtube removed the vedio and due to this vedio tiktok banned in India 😂@mr faisu was world third largest creator on tik tok and that's why whole tik tok community report @carryminati vedio and remove whole vedio and that's why @mr faisu switch youtube and gets this much dislike the vedio 😂😂 and one thing i will tell you that @carry minati is most famous person in whole Asia 🌏❤,@Aashish69yt,1
You missed colleen ballinger,@samuelb-1406,0
Hey,@DavonteBaldwinn-ze5et,0
Bill & Bull's Playland,@moavideogamer8417,0
Heyy,@LC_PoTAto_47,0
hey,@lucasroi3.14,0
hey,@Fizz356,0
i keep adding dislikes lol,@Micah_6743,0
💀💀,@Micah_6743,0
It has 20M Dislikes because he slapped Xhris Rock,@sportygamer9851,0
"28:22, bro you said 2.6B dislikes💀",@mikearchman,1
I would never ask questions like that “Heyy”,@CherryBlossomShortz,0
Hey,@Crustytoezz,0
hey,@dakotathefoxiota3062,0
Hey,@IlikedoorsItscool-hp8hy,0
HEY,@user-lx3rv8sj5f,0
I love how Sam just started getting invested in a kinder egg video.,@milesslife3614,1
"hey :)",@rakshanrace,0
fun fact: this video got 1.3K dislikes.,@zpetc,0
27:50 @YouTube,@eithangames6823,0
Wait there's no Belle Delphine,@frostedbunnie7,0
People dislike that you YouTube because people get bored and dislike kids channels for fun,@fairysrcool975,0
If YouTube made a video when they removed the dislike counter it would probably have 100M dislikes,@feierlord,0
hey,@feierlord,0
Please sam create a new one we have a lot of new ones on the list which is from the wwe YouTube channel and its the rock coming back to challenge his cousin roman reigns,@dianasinyangwe2989,1
Rice gum,@arafatkhan5876,0
I'm a girl,@gabbyandeknoor5774,0
Heyy,@ashagidden5380,0
hayy,@Varsha_life2011,1
hey,@Beetroot255,0
"I think people dislike kids videos so much, because kids get so many more views than normal people. That being said tho. Family Fun Pack is one of my favorite channels of all time so yesh",@JoshBlades71,0
Heyy,@SlaySisters122,0
Hay,@babygamez6577,0
Justice For kinder Egg guy,@jdoghippofan9023,0
Heyy I'm a girl and I love your videos,@annaphillips1064,0
hey,@kristensullivan3694,0
"if he was on a yt rewind the part he was in would definitely be him saying ""Pretty cool, right?""",@theresagainstumans293,0
6:08 the verified mark just appeared out of nowhere,@theresagainstumans293,1
Heyy,@thatonetaylorg1rl,0
Hey,@user-mi7ld6kf2x,0
Heyy,@MillieMoomoocow,0
heyy,@agambarkan2416,0
Hey,@jeremyrockzzz1621,0
Heyy,@lizzielacey_liz-1569,0
Why did you say the Danish-Norwegian close caption on Apology video was German?,@BoynamedMagnus183,0
Heyy,@danielj5057,1
The new automations for the subscribe yeah that's the new subscribe button animation,@Puro653,0
heyy,@dyinboutit,0
hey,@eastonpezold9164,0
Nah bro my birthday is on 13th December💀💀💀,@ysyoufmofficial,0
hey,@ilanfinkelshteyn1978,0
Heyy,@X-heartbreak-x,0
heyy,@FFREEEE940,0
heyy (girl watching),@yuxisushiii,0
The stop disliking kid I think deserves it,@ThrillsofColdplay,0
this has 1295 dislikes,@1pxrcentFourth,0
hey (1 y),@spoonsarehere,0
11.20 that is not fucking german,@germanStumble,0
hey,@Mustapha-SalihuMuhammad,0
Heyy,@StrawberriesandCream9,0
just downloaded the extension and this video has 1.3k dislikes!!!,@fnafworld9929,1
25:30 I actually watched that video when i was a kid,@mydogwantstreatsrn,0
This is the answer - very young kids can click on dislike or like with the same choice 50/50.,@user-eo5kk1sh3e,0
Gayy,@noahsisson2002,0
Hey (one Y gang),@SteamTrainsBoy,1
Heyy,@GenevieveGialanella-nf9qc,0
Hey,@kooooooooooooooooooooooooool22,1
Apairintly,@OATPowell,0
Bro the Diana channel no joke has better editing than most chanels,@user-kc4bv7yi6s,0
"If you are a female 
👇 edit: I'm male",@Iil.-_-.,1
2:39,@Gum517,0
Heyy,@rachelbacquain3273,0
Heyy. (the pfp would give it away if i didn't say heyy bc most of the gacha community is girls by my analysis),@Cataleya-is-weird,0
Heyy,@FayeiskindaEMO,0
"if you dont know and dont explain the situation, this video is so redundant.",@wackyval6898,0
heyy,@marcymaddykristy,0
Faisu was one of the cringe tiktoker 😂😂,@sohammm,0
"also we should try too make this the complete oppisite of this video, lets make this the most liked video!",@ddragonnFN,0
heyy also is the blurred thing peppa pig?,@ddragonnFN,0
0:15,@GebuTenzin-qv6ll,0
Heyy,@black_rose7657,0
Heyy,@_.Intranet._,0
32:11  BRO IS ON THE PHONE W/ SHANG TSUNG,@Cy_cobra_kai_1,0
"30:43 GTA 7 !?!?!?!?
WE'D ALL BE DEAD😂😭",@Cy_cobra_kai_1,3
Hey,@Ghostr-826,0
I'm a boy and I'm offended by that video,@jajathegameking,0
Hey,@acdking5101,0
"heyy 🤑🤑🤑🤑
coems",@littlefloflo,0
Heyy mom and 3 daughters lovin' to watch Sambucha,@julievisser2050,0
Me man I go ogga bogga,@user-zj2mw5uj8u,0
I am a man and I love ur videos,@Editzgoat21,0
Nah 1.2k people disliking 💀,@inkdeath0394,0
I use to ALWAYS watch the opening eggs videos 😂,@rxnaa4,0
heyy,@BLINKPRESLEY,0
heyy 😁😁,@Sunandrain1678,0
"The cyrillic says ""masha and the bear"" which is a tv show for kids.",@sadiemcnabb4444,0
heyy. I'm here to say I watch you regularly,@scaraboobs9,0
lol youtube themselves are the goat at getting dislikes,@yung_Latios,0
Hey🔥,@DrippyProdz.,1
"hey 
👇👌",@OJPenguin,0
19:51 heyy,@bagelbrii,0
Hey.ate🫡,@Faze_pug,0
this video has 1.2k dislikes >:),@Thedelicouslastcourse,0
I love Melissa McCarthy. I can't watch that Ghostbusters movie. It didn't seem interesting to me.,@bigweezey,0
"Heyy
wsp I'm a girl lol",@user-kw9gz3ss6l,1
when he was answering the women's questions though lmfao,@user-kw9gz3ss6l,0
Hey,@yellingyeti3003,0
Heyy lol,@giamollypolly9447,0
look at 6:09 he got checked,@roriekennedy6707,0
"The undertitil is not german its... 
Idk",@Nina-nl6tm,0
Hayy,@semelern1111,0
heyy,@valgirl7122,0
When we did the name thing I didn't need to do anything cause my names sam😅,@samsmacksix,0
I'm just surprised that vegan teacher didn't make it on this list.,@ExperienceAGiftOfGodAtLEVEL3,0
8:32 you literally looked at the comment and then you guessed what the video was about,@TheGoatIsMe123,0
7:00 why did you dislike his video,@TheGoatIsMe123,0
hey,@MrMeddu16,0
Heyy,@dizzyflyer541,0
Hey,@XTr1nity,0
5 billion views holy shit,@fortnitekid-ev6fw,1
Lets Make This The Most Disliked Video Youst For Fun,@_DasBlitz_,2
Hey (I'm a guy),@rocky.rocks1445,0
hey,@rorofortnite2654,0
20:18 me too Sam,@handsomeavocado14,0
Hey,@handsomeavocado14,0
Hey,@RuthTeo-jy6mm,0
4:52 | when I was a very young kid I remember watching something similar to this possibly the same video,@katiequezada4624,0
hayyyyyyyyyyyyyy,@jadeleigh3223,0
"Bro, had to get in that YouTube TV plug",@JacksonWacksonFlackson,0
hey,@SeaDog1667-1st,0
Heyy,@J_Waffles,0
FUCK,@elizabethgraczyk7149,0
"I was part of the Friday dislikes, I watched the dislikes go up at church on the office computer",@IPlaylolz,0
HEY🫣,@Am1da0nly1,1
"Bro, ""Sadak 2 movie trailer"" video is disl*ked by most people because director of that movie Mahesh Bhatt was involved in sui*ide (mu*der) of bollywood actor Sushant Singh Rajput. Case was wrapped up because Bhatt is a rich man. That's why people were too much angry.",@atharvgopal,0
heyy btw love ur vids,@snakelover4000,0
7:01 Sam disliked the video for the meme😂,@colterrunnion,0
Hey,@74_on_ice,0
Heyy,@eliescares6436,0
As a girl I love sambuchas videos,@Fnafboiii117,0
Heyy!!,@drawingprincessreal,0
Famous words before disaster: “It's rewind time”,@thepianokid9378,0
Hey,@hansfordowusu1377,0
Heyy,@ReuniteWithDivinity,0
"Sam is the type of guy to call a dislike a down vote
Sam is alsos the type of guy to confuse Million with Billion on so sorry",@champ99,0
heyy,@sofalemon_studios772,0
Heyy,@Dishsoahp,0
Jake Paul and Logan Paul kinda look the same,@Colten-xj1uw,1
Sadak means road,@Killerpro77,0
Heyy I'm a female,@KokoTheLeafWing,0
heyy,@FishyLilac,0
I watched the family fun pack one when I was younger lol,@spencer6205,0
👋 heyy 😊😊,@brazzo2428,0
Heyy,@Mia_Soccer,1
Hey,@nand0523,0
hey,@yicho_tiktok,0
hey,@theoneballardtorulethemall1575,0
Heyy sam,@meh4328,0
Hey,@Philliesfan123,0
where was the COD IW trailer,@twitteruser13,0
heyy,@rosemulet,0
Hay,@yoseffuchs-un5qe,0
"Kinda like what u said about boomers accidentally hitting dislike. Its probably more like kids watching on a tablet or phone and just touching everywhere on the screen being toddlers, then the last thing they hit was dislike lol",@DavidQuessy,0
Hey,@puppetkaireactions273,0
heyy,@oaoaoaoaoa8470,0
Hi,@Mr_and_person,1
heyy,@reaprr24k,0
Heyy,@AllisonD7711,0
Heyyy,@Razbox360,0
YouTube rewind 😂..,@Razbox360,0
18:17,@danielle5355,0
"I think that the reason a lot of people dislike the kids stuff isn't because they don't like it, but because they don't want kids videos being all that is recommended to them.",@Youraverageintrovert-hw3nw,16
3:33 what is this one that he did not want to mention,@Vanillababy-ou9si,4
heyy,@user-fp9mt1xq3q,0
Karens,@MrCards123,0
Bro his YouTube bio says F off bullys or I will block you,@MrCards123,0
hey,@enzoconnor-qi9wo,1
Isoly I'm heyy so en I'm 9 years  old yesterday it was my birthday so I turned the 9 years old😅,@InesLacheb,0
Heyy,@InesLacheb,1
11:18 it's Norwegian not German.😂,@unastefansen1118,0
I got the extension and saw that this vid got 1k dislikes....,@robloxians311,1
heyy,@idioticbrooke,1
Yah all these video are ass,@DONTCLICKMYPROFILE575,0
29:17 rainbolt?!?!?!?,@tempus8989,0
"12:08 I used to. I don't know why people are hating on this stuff, though!? Like......I could probably watch this all day if I were little again. I'm 16 now!!!!",@justinandfriends8326,1
heyy,@addiechutube5949,1
heyy,@drypersoninyourwalls,0
heyy,@elkiza1,0
hey,@ydglass,0
heyy idk,@YukiwaMikugadaisukidesu,0
Heyy,@DarkRaven42DarkBear42,0
Heyy!!!😊,@user-du7op4xe5o,0
12:58 wait till he finds out that the like button has an animation,@jackroness1591,11
Hey,@Legend_of_funky,0
Ya-a-a-aaah...It's rewind time.,@hellobrix,1
hey,@yoshi-ji7ts,0
There's nothing better to do at 3 AM in the morning than eating McDonald's while watching Sam,@Swiftie_Potterhead,3
As a female I conform I watch Sam regularly,@Swiftie_Potterhead,1
heyy,@coyotewcue,0
I am a man,@Kcr1999,0
Hey,@user-qy5ls4zp3v,0
Some of these don't think should be dunked on,@aTomato-fw3ds,0
Mr faisu is an indian tik toker and there was a masive war for some time between tik tokers and YouTubers and the tik tokers gor burned😅,@ritikasingh5947,0
Hey,@Toasty268,0
Hey,@buttercookies5532,0
hey,@jakobkallstrom2013,0
Heyy,@nylathebrat4916,0
Heyy,@avavazquez3314,0
"Swiftie's
👇🏻👇🏼👇🏽👇🏾👇🏿",@Froggyz123,0
i'm a female and i watch sambucha all the time,@addieh.9464,0
Hey,@alandarkcaster2902,0
hey,@blakethegreat4660,0
Hey,@sharonshelton12,0
Hay,@froge_7533,0
Hey,@Madlstop876,0
"Heyy, as a girl, I watch Sambucha VERY VERY often. One of my favorite content creators. 🩷",@RaychiiRaycoon,0
The kids' videos probably have a lot of dislikes because their primary audience is very young kids who could just accidentally click the dislike button without knowing what it does,@KrisPBacon69,0
Heyy,@SydneyPatterson-er3tx,0
992 dislikes,@jellyfishwish8890,0
Hey,@D0nt-F0rget_M3,0
"Who ever dislikes ryans world are jealous, annoying,and bad people.",@nicolassomilledalll4568,0
Heyy.,@gwenbrumbaugh9718,0
I am a female and I love sambucha,@Helluvaboss34,0
heyy. this isnt me but from a friend. your videos are good maybe,@RidgeLinden,0
"I think that it is fair to say that lots of people just don't like kids, but Ryan is the best child on YouTube.",@BigBlot708,1
First,@bryceedwards6107,0
"Heyy lol

I think there are just less girls on YouTube and the kind of videos you make just don't attract very many.",@Zg13tGames,0
i literally just installed that extension. you have almost 1000 dislikes on this video,@binxyt9678,0
Heyy,@millenniumfox9218,0
Heyy ☺️,@lenkaprochazkova7453,0
Wait how do u see the dislikes 😭,@RoyaleRaisin,0
Heyy! If you're a female watcher comment below!!,@BellaOrozco-jq5pd,0
Heyy,@taisweetchilly,0
Heyy,@skylarglover,0
Hey,@Irobot.official,0
24:46 Roma is the older girl 💀😭,@Joy_Starr,0
Heyy,@Joy_Starr,0
"Heyy Sam so the reason that kid channels get hate is bc the parents are using their kids for fame, also I literally had flashbacks watching kinder egg unboxings",@Mooshroomonpaws,0
Heyy,@For___everyoung,0
from this list of disliked videos (especially the kids ones) im cringing and im not even 15 -_-,@Screek_YT,0
Heyy,@pippaoskoui8196,0
"From what i remember, Sadak was good, but Sadak 2 wasn't. The hate was just carried on to the video.",@Bingbong6969,0
Das crazy with the subscribe button 😂,@skycloud5673,0
ryan is only 12 not 15 lmao and diana show is not even close to mr beast,@lilmuskey9842,1
The Subcribing Animation Works😃😃😃,@btsandarmy6691,0
hey,@cind3racebr-it,0
"A "" chess game "" when they are playing checkers..... this should be an inspiration to all people. You don't need to be smart to be big on Youtube.",@Kosmisch1986,0
Hey,@Helo2012helo,0
Hey,@Gooeyooeye12,0
Hey,@Toaster588,0
"There are so many dislikes on kids content because the parents are exploiting their kids for millions of dollars and fame, when kids are that young they don't know what's going on.",@justplayalready6056,0
As a female viewer: heyy,@Lee.Ang3l,0
heyy,@Carlcat123dupe,0
Hey,@debbieosborne1585,0
Please subscribe,@debbieosborne1585,1
Hey,@Epic_bacon202,0
20:04 heyy I'm a female,@kaceybutts1095,0
Your almost at 10b views in all of your video together,@Tngamez704,0
"I remember listening to Friday with my friends, it haunted us for the entire year",@iLikeToast201,4
Heyy,@calasiawayne6969,0
Pewdiepie,@ericcheung1066,0
There is an app for android for that its called youtube (show dislikes),@IMakeGoodeditz1,1
As a female I watch Sam everyday,@countrygal4169,0
Bro that penguin is from surfs up 😂,@CodyOjeda-gs2sm,0
Brother finger brother finger what are you I'm the middle finger this what use to flip people off,@ShawnMichaelBeck,0
The reason people have hate to family blogs is because usually so scripted that super cringey and annoying,@ShawnMichaelBeck,0
Dislikes just returned lol,@igolox,0
its swedish,@user-lo5ol3fw2g,0
Your video has 913 dislikes.,@animeworld11287,0
I wanna be famous,@FG-edits,0
Heyyy (i am optimus prime),@theimpossibleGD,1
Sammy spitting facts as always 🤛✌️,@GamingBoyadv,0
Heyy,@belladillon4730,0
Hey,@FNAFSPRINGTRAP85,1
Heyy,@Seayouandmethinkoutsidethebox,0
Hey,@bloodydeams-be6nf,0
Who knows the “Friday” song from CB3s channel if ykyk 😂,@Jesus_For_Life21,0
"30:44 like thay woukd come out, we have to wait hundreds of years lol",@KingBram1,0
19:08 this is hilarious 😂,@KingBram1,0
"15:43 i dont hate kids, its that the every family channel is cringe and it only look like they are just acting because the parent told them too",@KingBram1,0
Heyy ig 😅😅,@Carrot_pie354,0
"Music videos I've seen have over 3 billion views, like Linkin Park",@QuesoGecko69,0
Sam is the only person who can call checquers (idk how you spell that) chess and say theyre in check 🤣,@pythoniant8605,0
11:20 was norwegian  not german,@pagancradle,0
why did sambucha get 893 dislikes 😭,@TheLaughingbat,0
heyy,@gmmplsgiveusmoreohmnnncontent,0
Heyy,@AineSaltenyte,0
heyy,@mejabrouwer1297,0
Heyyy,@rysedits1467,0
hey,@b.king666,0
Heyy as a female I watch you regularly,@ticket.tojanna,1
doy 11 old,@denethanimations,0
"19:10
Women in the video: *asks 'good' questions*
Sam: Nobody cares, nobody said that, next. You're not funny right now.

Me: *laughing what Sam said to the video*",@CureMango_MangoLove,2
Heyy,@kylie_spamzzz8824,0
Heyy! I love watching your videos❤,@oliviaksiazk7180,0
heyy,@not.mariah,0
Heyy... Here to show the girl demographics 😂💖Hey just a  warm reminder that jesus christ 💖you and that he is the truth the way and the life ✨ and the only way to the father is thru him ✨ 💕repent and accept jesus into ur life for he loves you 💖 and would love for you to spend time with him 💕 ✨ 😊,@charlinenhema,1
Hey my name is Sam as well. Honestly the best first name ever,@tiffanyeckstein6335,0
Hey.,@kaptainkool3911,0
Hey,@tiffanyeckstein6335,0
this video has 860 dislikes thats sad,@Micah_6743,1
I meant heyy,@OliviaRehberg,0
Hey,@OliviaRehberg,0
heyy,@MeshiPanker,0
Hey,@user-ss2mv2ty1v,0
Amazing Video Sam! :),@Danish_Trainspotting,0
Hey,@Ejepicgames,0
Hey,@user-rg1cf4kt8d,0
Hey,@AirsoftWithDaMemes,1
"Heyy guys how u going?
WHY DO THE EGG VIDS HAVE SO MANY DISLIKES?!?!",@tessmorgan5030,1
Bro my name number was 2.5 since I'm andrew,@andyyellowhouse2108,0
Tana who??,@kaaronhudson8112,0
Did he get sponsored by YouTube TV or what?😂,@TheCaptainTomcat,0
hey,@nboxbanana,1
Sam enjoying surprise toys is the best,@nboxbanana,1
Heyy,@Imovies48,0
19:52 this is the time we need to help Sam  ( hey ),@LincolnMarsh,0
"Heyy, I did not know that, that little amount of girls watch your vids???",@nikkalastonebraker3905,0
This is just great 😂,@LincolnMarsh,0
18:48 this is why we sub to u,@Mrlilprodz,1
Hey 19:45,@Leonardo0804,0
19:47 heyy (which I never say),@zappixcubing,0
Heyy,@nimche1234,0
I think the reason why so many people dislike kids channels is that some channels force their kids to do the things shown on screen for money and fame.,@PizzaIsReallyGood,2
Hey with one y (I'm a good boi) :),@ilaytell,1
"Hungarian guys who spotted ""Kinder meglepetés"" at 11:53 👇",@pisti2788,0
Heyy. Me and my bro love watching you,@brooklynncompton1299,0
"32:39 
Sam thought that we weren't watching",@Totally_unver1fi3d,0
"Sam is the type of guy to only have comments that say
“Sam is the type of guy to…”
And uh hey",@Totally_unver1fi3d,0
Sam is the type of guy that blurs pegga pip,@asherinbajebaseelan1993,0
Hay,@ratfatty1only-ratgod,0
bro put heavy breathing into the leftmost audio and thought some random salad cat wouldn't notice 💀,@SirSaladCat,0
Heyyy,@ryansabourin3772,0
heyy,@therandomscetchist9817,0
"""Yaaaaaaa, it's rewind time.""",@gaiusabberantius7477,1
heyy I'm a female,@Isabellaf1240,0
What I learned: No one likes youtube rewinds.,@zanivisor,0
Heyy am female,@aprilplayz9686,0
heyy,@4n0nymous.,0
"11:17 ""GERMAN""",@mattlerx,0
“why his fingers look so familiar”,@vynxie_.,0
omg you guys I didn't know he actually looks at the comments so now we know that he's just ignoring all of us ☹,@avalilapickett,0
heyy,@avalilapickett,0
I watched family fun pack as a kid and they were a good channel. It makes me sad to think about what other people think of it.,@Mia-sd1tj,0
Its not german its Norwegian,@Haakon-ve1mn,0
Everyone is hating on YouTube...on YouTube,@rinearlovelle,1
"At 11:33 it is not german, it's norwegian.",@rasmusjensen6962,1
lets make this the most dislkied yt video,@XisCRAZY,0
Heyy,@LittleLia3-fh8mh,0
Wassup and Merry Christmas and I wish u a Happy New Year and also keep up the great vids brother,@user-ed7gc6hv2p,0
Hey,@PixelatedPlays_YT,0
Like if Sam is the goat,@user-wc3eg2yz2g,0
yeah my name definitely isnt kenny as i am a woman 🤣🤣🤣,@MBJK_baby,0
"heyy, sambucha is like, top three in the ppl i watch the most on youtube",@AniyaJaylene,1
Hey! Sam I hope that YouTube does include you in their next rewind also HAPPY NEW YEARS EVE ( at least for now),@Monke0014,2
29:00 like a racist man once sang”leave those kids alone”,@osnatzim,0
People who dislike those kids channels are bored and depressed,@osnatzim,0
789 dislikes,@Pls106,0
heyy,@user-ge1dz9jk2d,0
"Let me add context for Sam and my other non Indian friends the reason for mr.faisu's vlog is : just before uploading that vlog mr.faisu made a video on the killing of tabrez Ansari a common Muslim guy who was killed because he was assumed to be carrying beef even doe he wasn't it was chicken saying that ""don't be mad if his(tabrez Ansaris son) will come back for revenge that was assumed to be a threat presumably terrorist threat that's why he received such back lashes",@FaithlesslyDevoted,1
"hey (boy)",@TrueJupiter6000,0
heyy,@dergthydbwenej,0
18:53 got me rolling 😂,@booxer,0
Heyy I am female and I just wanna say that Sam is definitely my favorite YouTuber,@The-fairy72,1
now you need to do most liked youtube videos.,@Stranger_Box1,0
hey,@Bee_guy-mb5ku,0
"I'm a girl, heyy?",@SalemxPepe,0
Where do you get this extension?,@HaveYouHeardOfTheMelonMan,0
Now YouTube 20 dislike,@L_55555,0
I disliked this video on principle,@meme8266,0
hey only one y so guy,@NATIONOFGAMES137,0
Hey,@IMSanimations,0
"The research team failed him again…
hi. - Colleen Ballinger (2.1M👎)",@Danniella.m,2
