comment,author_display_name,comment_like_count
18:45 something funny:  being sexist to men = sexisim still even though we  are men it  doesent mean that you can be sexist whenever you want,@mahyarrezaeiamiri7150,0
Heyy love ur vids Sam keep up the great work!,@jordankleeger7729,0
People hate children YouTube channels because now they are goofy ahh skibidi Ohio fanum tax you see what I did there sam,@SkullyGD7696,0
Merry late Christmas,@Thats.Uber_Crazy,0
Just to let you know Sam the “german” was actually Danish or Norwegian ( I don't speak any of them but I do speak Swedish witch is pretty similar 😅love your videos Sam your the man and merry Christmas man 🎉,@Emovies29874,10
8:04 me who got 15,@defacube,1
"SADAK 2 was disliked because :This intended boycott dates back to the weeks after actor Sushant Singh Rajput's death on June 14, allegedly by suicide. After the 34-year-old star of Chhichhore was found dead at home in Mumbai, speculation that he was pushed to the brink in part by the alleged treatment he received from Bollywood 'insiders' prompted a massive outpouring of anger online against certain celebrities, among them Alia Bhatt.",@SumitRaj14128,1
everyone dislike the video,@loooooooooooooooooool126,0
Sam is the type of guy to say billion dislikes instead of million in logan paul's apology video,@cutecell2798,0
Everyone plz just dislike this video so this video will get in the list,@HiHello-uo2ej,1
sam is the type of person to call swedish (or danish) german 11:19,@niewiemcomamtuwpisacxd,0
A grown adult liking kinder egg surprises,@Tookumyballs,0
11:16 is not german its Norwegian.,@asmundhjortholopedal6619,0
"30:50 I thought no music videos are on this list?
and also 31:53 this is checkers not chess",@superprofi4307,0
Why does Netflix have a YouTube channel?😂😂😅😅,@DaraOgbonnaiye-hj6et,0
YOU HAVE 392 DISLIKES,@user-ed7hw5jx9r,0
Last,@Terrydaily32,0
I feel bad for the kids channels as the adults are probs using them for fame,@eA-BS,0
I'm here to stop people say *Stopping kids from saying first*,@mateovlgs7915,1
guess your name vid i got 3.5,@xXHOLLYXx.,0
maybe the reason kids yt channels get dislike so much is because people are jealous that they does nothing and get so much views,@jonsoniumanutdandhminh,0
"Make this the most disliked sambucha video (not because I don't like it or anything, just cuz)",@agga2108,0
Sam is the type of guy.. hey,@WinnerVSLoser1,0
It is,@zacharygoldman3321,0
Heyy yes I am a female watching this,@Iamapancack,0
yoo,@LUCY-gq7tg,0
"heyy, merry Christmas samm great content as always",@Sol4rSyst3m1,0
Prefer not to say my gender,@ChinghangHui-us7vz,0
"Sam u missed dream's video ""Hi, from Dream"" with 1.3m dislikes",@YogPot,0
Mr faisu is bla…,@Bat-OchirZolzaya-cu4tv,0
Sam is one of my favorite people on this platform! (Hey),@sc4775,0
btw 18:25 thats a second channel of like nastya her main channel has over 100m subs i think,@alphagame5807,0
heyy ( I'm wanted in russia for tax evasion ),@OllieHaworth,0
Yes that has been the case for quite some time 13:00,@ChinghangHui-us7vz,0
15:59 that looks like a 3 year old,@alphagame5807,0
Heyy i love watching you keep this up,@user-wu1wm8jn8j,1
mr Faisu vlog was disliked as he was tiktoker before ir was banned here and so there was a controversy or something like that i dont know the full story but ya got bombarded with dislikes by people who were on youtubers side,@shitzvam5968,0
PLSS PIN AND SHOW US HOW TO SHOW DISLIKES,@Ferdi__1,0
People are scared of the kid channels,@Dash-ke8yp,0
Merry Christmas,@seanrath5714,1
Sam is the type of guy to think that Norwegian is German,@nor-alex,0
30:00 INFINITE WARFARE IS THE BEST COD GAME (in my opinion),@Memezforago,0
First,@Matrixmagee,0
I downloaded the exact same extension today. What a coincidence,@jamiera_cat0,0
One thousand four hundredth commenter,@HaleCannon,0
hey 👋🏻 (a guy),@Raged-,0
Everybody dislike this video,@djangorussell4385,1
The colorblind glasses do not work. It's a scam.,@gottafindacoolname,0
i disliked this video even though I liked it.,@ILikeGiannis,0
The first most disliked vid is literally a meme 😂,@user-mb7gf1ks7x,0
people hate Sadak 2 so much because of the nepotism surrounding bollywood  and the tragic death of Sushant Singh Rajput.,@dirtydurd,0
Apparently Rebecca blacks Friday isn't a music video,@darkstalker-of-the-nightwi5529,0
❤❤❤❤,@numbersevenbob,0
I've had that extension for like a year already lol,@ThatGuyCream,0
Can you see a video from Alan Becker plz,@dimitriosgiannopulos1797,0
29:58 Mr Faisu is a toktoker in India so everybody hates him coz of his content,@KanishkBaisla,0
7:52 I ended up with 74🗿,@Uncle984,0
I think one of the main reasons people target kids videos is because the creator cant fight back if they want to stay family freindly,@PippyQuandale,6
29:30 pulling over kids because of no license and registration 😂,@AceAta,1
yAaAa! iTs ReWiNd TiMe!,@helleverse,1
The amount of dislikes on the kid channels 😂😂😂😂😂😂😂,@G-man151,0
Bro should collab with surprise toys,@user-df7ii7zt3h,1
Sam is the type of guy to call checkers chess,@sheepoblade8786,0
Bro when did the costume runway vid get that many dislikes. I remember when i was a kid and watched that and they did not have that many dislikes.,@ilyssahagood8387,0
lol I disliked the video 😂,@Vlog2e4,0
12 hours ago and late,@allwynsjourney2225,0
There is a high chance that before you watched YouTube you had to watch YouTube kids and most kids would watch family channels and after a while once the kids get older they start to realize that the parents are using their kids for views. BTW I never did watch family channels and the reason I know this because I have two little sisters.,@bleesman1084,1
"Sam is the type of guy to say 2.6 billion instead of 2.6 million EDIT: 19:44 heyy",@seliindreams,0
Heyy i am a girl you can prob see that on my avatar,@My_own_facts,0
Ima Girl💅,@charlottemille5986,0
30:51 baby shark,@fredimafon9161,0
"RiceGum went under 10M subscribers, so he's going to 9.98M next Unsubscribe now",@Alex1_,0
Sam is the type of guy,@DrakeLavenderZXShorts,0
3:32 does anyone know what video this is coz now im curious 😭,@shawnogutujibrik4907,2
19:50 heyy,@user-nf3en3jh1z,0
19:45 heyy,@T-starrrrr,0
19:55 hey,@NotCyanToad,1
"this movie called""sadak 2"" was literal trash compared to its first part",@Adithya787,0
"Hey With 1 y",@HFIAPY,1
Sam have you ever played halo,@amycherry5508,0
"If anybody wants to know this video has ""357"" dislikes now.",@dank_spere6893,0
I disliked this video too,@HFIAPY,1
"28:22 ""Logan Paul with 2.6 billion dislikes"" 🤨",@Mario_YT503,0
"Vote for Sam to play The Stankey Parable:
👇",@Furrymations6048,1
"hey
(im a dude)",@smilecuberepeat,0
Hey man🖐🏻,@FellaBro4760,0
Hey Sam bet you can make this the most disliked comment,@robotdude52,0
"11:16 ofc you dont speak german, its in some nordic language (maybe danish?)
edit: that probably sounded like a hate comment. so, yeah, it´s not, i love your content, just wanted to point that out :) (oh and btw TOP20 starts with #20 xd)",@sivetus,0
Why is no one saying heyy😔,@Clowningdaily,0
heyy I'm a girl..why are more males watching this tho?,@V_CAT76,0
11:20 that's Swedish,@Aydin-Adam,0
"I think people were just so mad that channels for children were flooding the platform, so they disliked their videos",@ABoxedFox,0
it's so strange seeing Sam in a piece of clothing that covers his whole arm,@whereisqwerty,31
合約。,@muqaddashassan4694,0
31:48 bludanita is NOT lil uzi🙏🙏🙏,@Lonee_Ekks,0
Alrigth,@Romanian-Ball529,0
why does he get so hyped by kinder eggs,@JuliaRodrigues-xj7mw,0
"The ""Suprise Toys"" channel was getting a lot of hate because kinder eggs were banned in the US 26 years ago because they can pose a choking hazard to kids under the age of 3. (Also, I'm guessing that the audience that disliked their videos are Americans)",@rosemarywambui1,0
21:15 naww bro called ryan 15 hes 9,@jesusdontexist-ri7og,0
"18:48 from that point.. Sambucha actually spoke fax.",@MartinezFC24,0
I'm a female viewer :),@SomeAnimeCult,0
SADAK 2 has that many dislikes due to internet users protesting nepotism in Bollywood after the death of Sushant Singh Rajput.,@saikirannaidu9,5
HEYY😍😍😍,@naomianajemba9367,1
Thanks for uploading! Your videos are amaziiiiiiiiiiiiiiing!😊😀,@nelilevstek13,0
He 🗿,@raymondijeaku7561,0
"11:22 Every Swedish captions, was the German Subtitles.",@LeshracRainbeauTrackerFL8469,0
The sub part works!,@rikDutchMilafan9205,0
19:44 heyy,@Leahmeowxdd,0
this is not chess,@simo4068,0
Let's make this the most disliked video of all time or at least top 10,@dragnolion33,0
32:35 😂😂,@user-hx2ej1bu3k,0
"It isn't german Sorry for being a 🤓 rn",@holysmokesdude,0
0:58 Why is this so funny 💀,@Ikasppaar,1
11:18 Bro really said the captions was german😂 btw it was Norwegian,@Water9904,9
this video has 317 dislikes,@muhammadumarov-ue3dl,0
heyy🙀 (jojo reference?),@ameligotrizz,1
sam is te type of guy to talk to the people that aren't watching,@user-xf1tb2yl7g,0
I cqnt belice im like 8 to9 hours late,@Beemer1998,0
"Sadak 2 trailer came out after an actor in India whose name is Sushant Singh Rajput who died due to suicide ,some allegations where due to nepotism politics in bollywood industry he committed suicide, so This movie's trailer which consists many nepokids came out at this time and all the Hate and anger got here and escalated quickly .",@tweetysnews2663,1
Sam is the type of guy to call youtube dislikes downvotes on multiple occasions,@mr.dogeface,1
"Heyy, I actually love your videos and yes I'm a girl hahah but yeah your so entertaining,",@Isla_faye,0
"34:54 Most dislikez video, don't thank me, thank my thumb finger :D",@David2073,0
I think people just like to hate on kids videos. And another reason some 5 year old might se a button and they will click it just for fun. And thats how they have so much subs and likes.,@ZombowFleshYT,0
heyy (i am a guy),@FatGarfield28,0
Alright people. We gotta make this one the lowest,@Corndog-,0
Hey 🦆,@Tubular_JJ6969,0
Heyy,@Your_friendlybbg,0
"24:38 what is that voice from sam, pdf file found",@yogyadwivedi1776,0
Hey I'm not a women I'm a kid though,@pamodonoghue1392,0
I disliked the vid bc why not,@Kellans-Lego,0
Imagine if this video got more than the number 1 dislikes 😂,@BenjiTheHero443,0
Heyy,@taylorgreaves2025,0
"Heyyo!
Break it apart: Heyyo! - Hey yo!",@TheLostZipper,0
watching sambucha getting exited for kinder eggs toys is so hole some 😅,@Peace15keeper,0
also Hey I am a boy lol,@Zarar2021,0
Wait is this and old vid,@ZombowFleshYT,0
Peppa pig eating poop,@ZombowFleshYT,0
Surprise Eggs aren't that bad tho.. those are the only type of vids that doesn't deserve the hate. It's kinda satisfying to watch imo,@Zarar2021,0
heyyyyyyyyyyyyyyyy,@beanymcbaby5903,0
I like ur content. Dont be so click baity,@shopayne,0
bro did music videos dirty in the start💀,@F1FTY_rblx,0
I think im the first person to actually comment hey,@ginjaninja-ow1nx,0
December 13th was mah birthday...,@ThatStupidFriend,0
19:52 heyy,@elena9310,0
I used to watch those kinder egg unboxings for HOURS when I was younger,@luvleyroxs,0
it wasn't german it was swedish,@SVEAFlREWORKS,0
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 1:45 1:45 1:46 1:46 1:46 1:47 1:47 1:47 1:47 1:47 1:48 1:48 1:48 1:48 1:48 1:49 1:49 1:49 1:49 1:50 1:50 1:50 1:50 1:50 1:51 1:51 1:51 1:51 1:51 1:52 1:52 1:52 1:53 1:53 1:53 1:53 1:53 1:54 1:54 1:54 1:54 1:55 1:55 1:55 1:55 1:55 1:56 1:56 1:56 1:56 1:57 1:57 1:57 1:58 1:58 1:58 1:58 1:58 1:59 1:59 1:59 1:59 2:00 2:00 2:00 2:01 2:01 2:01 2:01 2:02 2:02 2:02 2:02 2:03 2:03 2:04 2:04 2:04 2:05 2:05 2:05 2:06 2:06 2:06 2:06 2:06 2:07 2:07 2:07 2:08 2:08 2:08 2:09 2:09 2:09 2:10 2:10 2:10 2:10 2:11 2:11 2:11 2:11 2:12 2:12 2:12 2:13 2:13 2:14 2:14 2:14 2:15 2:15 2:15 2:15 2:15 2:16 2:16 2:16 2:16 2:16 2:17 2:17 2:17 2:17 2:18 2:18 2:18 2:19 2:19 2:19 2:19 2:20 2:20 2:20 2:20 2:21 2:21 2:21 2:22 2:22 2:23 2:23 2:23 2:25 2:25 2:26 2:26 2:26 2:26 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 3:19 3:19 3:20 3:20 3:20 3:20 3:20 3:20 3:21 3:21 3:21 3:22 3:22 3:22 3:22 3:23 3:23 3:23 3:24 3:24 3:24 3:25 3:25 3:25 3:25 3:25 3:26 3:26 3:26 3:26 3:27 3:27 3:27 3:28 3:29 3:30 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 4:13 4:14 4:14 4:15 4:15 4:16 4:16 4:16 4:16 4:16 4:17 4:17 4:17 4:17 4:17 4:18 4:18 4:18 4:18 4:19 4:19 4:19 4:19 4:20 4:20 4:20 4:20 4:20 4:21 4:21 4:21 4:21 4:21 4:22 4:22 4:22 4:23 4:23 4:23 4:23 4:24 4:24 4:24 4:25 4:25 4:25 4:25 4:25 4:26 4:26 4:26 4:26 4:27 4:27 4:27 4:27 4:27 4:28 4:28 4:28 4:28 4:29 4:29 4:29 4:30 4:30 4:30 4:31 4:31 4:31 4:31 4:32 4:32 4:32 4:32 4:33 4:33 4:33 4:33 4:33 4:34 4:34 4:34 4:35 4:35 4:36 4:36 4:36 4:36 4:37 4:37 4:37 4:38 4:39 4:39 4:39 4:40 4:40 4:40 4:41 4:41 4:41 4:42 4:43 4:43 4:43 4:44 4:45 4:46 4:47 4:47 4:47 4:47 4:47 4:48 4:48 4:48 4:48 4:48 4:49 4:49 4:49 4:50 4:50 4:50 4:51 4:51 4:51 4:52 4:52 4:52 4:52 4:53 4:53 4:53 4:53 4:54 4:54 4:55 4:55 4:55 4:55 4:56 4:56 4:56 4:56 4:57 4:57 4:57 4:57 4:58 4:58 4:58 4:59 4:59 5:00 5:00 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 5:43 5:44 5:44 5:44 5:45 5:45 5:45 5:45 5:46 5:46 5:46 5:46 5:47 5:48 5:48 5:48 5:49 5:49 5:49 5:49 5:50 5:50 5:50 5:51 5:51 5:52 5:52 5:52 5:52 5:53 5:53 5:53 5:53 5:54 5:54 5:54 5:54 5:55 5:57 5:58 5:59 5:59 6:00 6:01 6:01 6:01 6:02 6:02 6:03 6:04 6:04 6:04 6:04 6:05 6:05 6:05 6:06 6:06 6:06 6:07 6:07 6:08 6:08 6:08 6:08 6:08 6:09 6:09 6:09 6:09 6:10 6:11 6:11 6:11 6:11 6:11 6:12 6:15 6:15 6:16 6:16 6:16 6:17 6:17 6:17 6:18 6:18 6:18 6:18 6:18 6:19 6:19 6:19 6:19 6:19 6:20 6:20 6:20 6:20 6:21 6:21 6:21 6:22 6:22 6:22 6:22 6:23 6:23 6:23 6:23 6:23 6:24 6:24 6:24 6:25 6:25 6:25 6:25 6:26 6:26 6:26 6:26 6:27 6:27 6:28 6:28 6:28 6:29 6:30 6:32 6:32 6:33 6:33 6:33 6:34 6:34 6:34 6:34 6:35 6:35 6:35 6:35 6:36 6:36 6:36 6:37 6:37 6:37 6:37 6:37 6:38 6:38 6:38 6:39 6:39 6:39 6:39 6:40 6:40 6:40 6:40 6:41 6:41 6:41 6:42 6:42 6:42 6:43 6:43 6:43 6:43 6:44 6:44 6:44 6:44 6:45 6:45 6:45 6:45 6:46 6:46 6:46 6:47 6:49 6:50 6:50 6:50 6:50 6:50 6:51 6:51 6:51 6:51 6:51 6:52 6:52 6:52 6:54 6:58 6:58 6:58  6:54 6:54 6:54 6:55 6:55 6:55 6:55 6:56 6:56 6:56 7:03 7:03 7:04 7:04 7:04 7:04 7:04 7:04 7:05 7:05 7:05 7:06 7:06 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤😂😂😂😂😂😂😂😂😂😂😂😢😢😢😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 9:03 9:03 9:03 9:04 9:04 9:04,@ColeJohnson-fk5jw,0
hello sam i look and see color  not the way you see it please if you see my comment please reply or pin😢,@fazfnaz,0
Whats people's beef with egg suprises?,@loading.,0
w sambucha,@idioma_45319,0
Merry Christmas Sam 🎄,@somebodi03-ib3px,1
Heuu,@wolfgamer389,0
